Attack Pattern,Measure,MiniLM,ATTACK,Mpnet,Multilingual
123,6,0.32,0.14,0.22,0.29
123,7,0.27,0.14,0.22,0.29
123,5,0.21,0.14,0.22,0.26
123,8,0.17,0.14,0.16,0.26
123,0,0.16,0.14,0.16,0.21
123,1,0.15,0.14,0.15,0.16
124,4,0.38,0.19,0.3,0.34
125,4,0.26,0.18,0.28,0.39
125,3,0.26,0.17,0.25,0.33
126,4,0.23,0.19,0.28,0.4
127,4,0.26,0.18,0.18,0.21
128,4,0.19,0.29,0.28,0.25
128,9,0.19,0.29,0.27,0.25
128,2,0.12,0.29,0.27,0.21
128,6,0.12,0.29,0.26,0.21
128,7,0.11,0.29,0.26,0.21
128,1,0.11,0.29,0.24,0.19
128,0,0.11,0.25,0.23,0.19
128,3,0.1,0.25,0.23,0.19
128,5,0.08,0.16,0.21,0.13
128,8,0.05,0.16,0.16,0.12
129,2,0.23,0.27,0.21,0.3
129,4,0.23,0.24,0.21,0.3
129,6,0.23,0.24,0.2,0.25
129,3,0.23,0.24,0.2,0.24
129,9,0.23,0.2,0.18,0.22
129,7,0.17,0.2,0.17,0.21
129,5,0.12,0.2,0.17,0.17
129,0,0.11,0.2,0.11,0.17
129,1,0.1,0.2,0.11,0.17
129,8,0.1,0.18,0.11,0.17
130,3,0.26,0.26,0.22,0.39
130,4,0.26,0.23,0.21,0.39
130,7,0.26,0.21,0.21,0.37
131,3,0.3,0.2,0.3,0.3
131,4,0.3,0.19,0.29,0.3
131,7,0.3,0.17,0.29,0.25
131,9,0.3,0.16,0.29,0.25
131,2,0.28,0.16,0.29,0.23
131,6,0.28,0.16,0.27,0.23
131,0,0.26,0.16,0.27,0.22
131,1,0.26,0.15,0.27,0.22
131,5,0.15,0.1,0.25,0.22
131,8,0.13,0.1,0.17,0.22
132,4,0.26,0.08,0.21,0.24
132,5,0.26,0.06,0.2,0.24
132,2,0.26,0.06,0.19,0.22
132,3,0.26,0.06,0.19,0.22
132,7,0.26,0.06,0.17,0.21
132,6,0.25,0.06,0.17,0.16
132,0,0.23,0.04,0.17,0.16
132,9,0.23,0.03,0.17,0.16
132,1,0.2,0.03,0.17,0.15
132,8,0.08,-0.0,0.1,0.12
133,9,0.26,0.42,0.32,0.4
133,2,0.23,0.42,0.32,0.39
134,4,0.42,0.36,0.35,0.34
134,5,0.42,0.3,0.35,0.33
135,4,0.18,0.24,0.26,0.25
135,9,0.18,0.23,0.26,0.25
136,9,0.28,0.28,0.29,0.36
136,4,0.24,0.27,0.27,0.32
136,2,0.24,0.25,0.27,0.32
137,9,0.16,0.28,0.15,0.37
137,1,0.15,0.28,0.15,0.33
137,0,0.15,0.27,0.15,0.33
137,2,0.15,0.27,0.14,0.33
138,2,0.3,0.27,0.22,0.31
140,4,0.24,0.2,0.33,0.32
141,4,0.27,0.33,0.35,0.41
143,7,0.31,0.45,0.32,0.37
143,6,0.31,0.42,0.32,0.36
144,7,0.4,0.4,0.37,0.51
144,4,0.37,0.35,0.37,0.46
144,3,0.37,0.35,0.34,0.43
144,6,0.37,0.34,0.34,0.43
145,9,0.24,0.32,0.11,0.42
145,4,0.19,0.32,0.11,0.35
147,4,0.29,0.16,0.2,0.4
147,3,0.29,0.13,0.2,0.34
147,7,0.29,0.13,0.18,0.34
147,0,0.29,0.12,0.15,0.34
147,5,0.29,0.09,0.15,0.34
147,8,0.29,0.09,0.13,0.34
148,4,0.27,0.31,0.19,0.31
149,4,0.32,0.2,0.3,0.47
149,6,0.32,0.08,0.29,0.39
149,3,0.32,0.08,0.28,0.36
149,2,0.26,0.08,0.28,0.35
149,7,0.26,0.07,0.26,0.35
149,9,0.26,0.06,0.26,0.32
149,0,0.19,0.06,0.26,0.28
149,1,0.18,0.05,0.26,0.28
149,8,0.17,0.02,0.26,0.28
149,5,0.16,0.01,0.26,0.25
150,4,0.32,0.23,0.23,0.38
150,6,0.32,0.18,0.23,0.33
150,3,0.32,0.18,0.2,0.33
150,7,0.32,0.18,0.19,0.33
150,2,0.3,0.18,0.19,0.32
150,9,0.29,0.18,0.19,0.32
150,0,0.24,0.18,0.18,0.29
150,1,0.19,0.13,0.16,0.29
150,5,0.19,0.09,0.16,0.29
150,8,0.19,0.09,0.13,0.29
151,4,0.32,0.35,0.28,0.29
151,9,0.26,0.22,0.17,0.29
151,5,0.24,0.16,0.17,0.29
151,7,0.24,0.16,0.16,0.24
151,6,0.23,0.16,0.16,0.21
153,9,0.29,0.36,0.33,0.57
153,4,0.27,0.36,0.33,0.48
153,1,0.27,0.35,0.31,0.48
153,0,0.27,0.31,0.31,0.48
153,2,0.27,0.27,0.31,0.48
154,4,0.31,0.28,0.24,0.29
154,5,0.31,0.21,0.24,0.27
154,6,0.31,0.19,0.19,0.21
154,9,0.31,0.19,0.17,0.21
154,0,0.24,0.19,0.16,0.21
154,1,0.24,0.19,0.16,0.21
154,7,0.24,0.18,0.15,0.21
154,3,0.23,0.18,0.15,0.18
154,2,0.19,0.15,0.12,0.16
154,8,0.15,0.15,0.11,0.16
155,4,0.36,0.34,0.37,0.45
157,4,0.37,0.24,0.22,0.52
158,4,0.46,0.39,0.37,0.57
159,2,0.31,0.27,0.26,0.35
159,4,0.31,0.22,0.24,0.35
159,6,0.31,0.22,0.24,0.33
159,9,0.29,0.22,0.22,0.33
159,7,0.22,0.22,0.22,0.31
159,3,0.21,0.22,0.22,0.29
159,5,0.2,0.22,0.21,0.27
159,0,0.2,0.22,0.19,0.26
159,1,0.14,0.22,0.18,0.26
159,8,0.08,0.05,0.1,0.26
160,2,0.13,0.15,0.13,0.25
160,1,0.13,0.14,0.12,0.25
160,9,0.13,0.14,0.12,0.24
160,3,0.13,0.13,0.1,0.24
161,4,0.47,0.46,0.34,0.46
161,3,0.47,0.34,0.33,0.42
161,5,0.47,0.31,0.33,0.41
161,9,0.47,0.31,0.3,0.41
161,7,0.37,0.31,0.29,0.41
161,0,0.36,0.28,0.27,0.37
161,6,0.36,0.26,0.27,0.37
161,8,0.33,0.26,0.24,0.37
161,1,0.33,0.26,0.22,0.26
161,2,0.33,0.2,0.21,0.25
162,0,0.38,0.38,0.27,0.35
162,9,0.3,0.32,0.2,0.35
162,2,0.26,0.32,0.19,0.35
162,4,0.26,0.32,0.19,0.35
162,1,0.26,0.32,0.18,0.32
162,7,0.26,0.29,0.18,0.32
162,5,0.26,0.24,0.17,0.32
162,3,0.26,0.24,0.15,0.31
162,6,0.26,0.2,0.13,0.31
162,8,0.15,0.17,0.1,0.31
163,5,0.39,0.49,0.39,0.46
163,7,0.39,0.42,0.34,0.46
163,9,0.39,0.42,0.34,0.46
163,6,0.35,0.42,0.34,0.41
163,3,0.33,0.42,0.3,0.41
163,8,0.33,0.42,0.29,0.41
163,4,0.32,0.32,0.29,0.41
163,2,0.32,0.31,0.27,0.38
163,1,0.31,0.3,0.26,0.38
163,0,0.29,0.3,0.24,0.38
164,4,0.34,0.38,0.28,0.37
165,4,0.28,0.18,0.23,0.38
165,9,0.28,0.16,0.23,0.34
165,2,0.25,0.16,0.23,0.33
165,6,0.25,0.15,0.21,0.33
165,3,0.24,0.15,0.18,0.33
165,7,0.21,0.15,0.18,0.31
165,1,0.17,0.15,0.16,0.27
165,0,0.17,0.11,0.16,0.27
165,8,0.15,0.04,0.16,0.27
165,5,0.1,0.04,0.16,0.23
166,4,0.33,0.14,0.13,0.4
166,9,0.33,0.14,0.12,0.37
166,3,0.29,0.14,0.11,0.34
166,6,0.27,0.13,0.1,0.31
166,2,0.22,0.13,0.1,0.31
166,7,0.2,0.12,0.09,0.31
166,8,0.2,0.12,0.09,0.29
166,0,0.19,0.12,0.09,0.21
166,1,0.15,0.12,0.09,0.21
166,5,0.14,0.02,0.09,0.21
167,4,0.29,0.3,0.34,0.42
167,6,0.29,0.3,0.28,0.36
167,2,0.29,0.3,0.26,0.36
168,4,0.21,0.23,0.22,0.3
170,4,0.41,0.36,0.42,0.58
173,4,0.33,0.22,0.28,0.39
173,5,0.33,0.21,0.25,0.39
173,9,0.33,0.18,0.23,0.37
173,6,0.29,0.18,0.21,0.37
173,7,0.29,0.18,0.17,0.37
173,1,0.24,0.18,0.16,0.27
173,3,0.23,0.17,0.16,0.27
173,0,0.22,0.17,0.15,0.27
173,2,0.21,0.17,0.15,0.27
173,8,0.19,0.15,0.13,0.27
174,4,0.29,0.25,0.27,0.29
175,2,0.27,0.25,0.29,0.29
176,2,0.27,0.27,0.26,0.34
176,3,0.27,0.25,0.24,0.34
176,9,0.27,0.25,0.24,0.34
177,4,0.15,0.18,0.26,0.34
177,6,0.15,0.14,0.23,0.29
178,2,0.24,0.16,0.23,0.28
179,4,0.35,0.17,0.38,0.46
180,6,0.44,0.28,0.19,0.61
180,9,0.41,0.28,0.18,0.61
180,3,0.31,0.26,0.16,0.55
180,2,0.31,0.24,0.16,0.53
180,7,0.31,0.22,0.14,0.53
180,1,0.31,0.22,0.12,0.5
180,0,0.31,0.15,0.12,0.5
180,8,0.28,0.13,0.12,0.5
180,4,0.26,0.13,0.12,0.48
180,5,0.23,0.06,0.07,0.39
181,4,0.25,0.1,0.3,0.25
183,4,0.37,0.39,0.37,0.4
183,9,0.37,0.33,0.34,0.4
184,9,0.42,0.38,0.34,0.53
186,2,0.34,0.47,0.31,0.41
186,0,0.34,0.44,0.29,0.41
186,1,0.34,0.44,0.29,0.41
187,2,0.42,0.45,0.36,0.6
187,6,0.42,0.39,0.35,0.6
187,9,0.4,0.39,0.34,0.6
188,4,0.32,0.27,0.29,0.31
188,1,0.32,0.27,0.28,0.23
189,4,0.3,0.24,0.32,0.38
189,6,0.3,0.24,0.26,0.32
190,4,0.34,0.24,0.31,0.44
190,6,0.34,0.15,0.25,0.33
190,9,0.34,0.15,0.22,0.33
190,3,0.32,0.15,0.22,0.32
190,7,0.29,0.15,0.22,0.32
190,1,0.24,0.15,0.22,0.28
190,0,0.23,0.14,0.22,0.28
190,2,0.23,0.13,0.21,0.27
190,8,0.21,0.07,0.21,0.27
190,5,0.18,0.03,0.21,0.26
191,2,0.3,0.25,0.33,0.37
191,6,0.3,0.21,0.27,0.37
191,1,0.29,0.21,0.25,0.37
191,4,0.29,0.2,0.25,0.37
191,9,0.29,0.15,0.24,0.35
191,7,0.27,0.13,0.24,0.31
191,3,0.26,0.13,0.22,0.28
191,0,0.22,0.12,0.22,0.27
191,5,0.17,0.04,0.2,0.26
191,8,0.17,0.04,0.14,0.26
192,4,0.41,0.39,0.35,0.48
192,1,0.41,0.29,0.33,0.48
192,3,0.41,0.26,0.33,0.48
194,9,0.45,0.35,0.31,0.39
194,7,0.36,0.35,0.25,0.35
194,4,0.35,0.35,0.24,0.35
194,6,0.34,0.19,0.24,0.33
194,0,0.3,0.18,0.23,0.33
195,4,0.3,0.32,0.22,0.24
195,5,0.3,0.25,0.21,0.24
195,6,0.3,0.25,0.18,0.23
195,9,0.27,0.25,0.18,0.23
195,7,0.21,0.22,0.15,0.21
195,0,0.2,0.22,0.15,0.2
195,8,0.18,0.22,0.15,0.2
195,1,0.17,0.19,0.15,0.16
195,3,0.17,0.17,0.13,0.16
195,2,0.17,0.15,0.09,0.1
196,9,0.31,0.15,0.22,0.43
196,4,0.3,0.11,0.17,0.41
196,7,0.3,0.06,0.17,0.41
196,3,0.3,0.06,0.16,0.34
196,8,0.3,0.06,0.15,0.34
197,4,0.27,0.3,0.29,0.43
198,2,0.32,0.38,0.3,0.33
198,7,0.32,0.31,0.24,0.33
198,3,0.32,0.29,0.24,0.31
198,1,0.32,0.29,0.19,0.3
198,5,0.32,0.29,0.19,0.3
198,6,0.32,0.29,0.18,0.3
198,0,0.29,0.25,0.18,0.3
198,9,0.25,0.25,0.15,0.3
198,8,0.18,0.25,0.14,0.3
198,4,0.12,0.18,0.14,0.3
200,9,0.31,0.26,0.2,0.39
200,4,0.23,0.26,0.19,0.39
200,3,0.23,0.22,0.18,0.33
200,7,0.23,0.22,0.18,0.33
200,6,0.22,0.22,0.18,0.3
200,1,0.19,0.22,0.18,0.3
200,2,0.19,0.15,0.17,0.3
200,0,0.17,0.15,0.14,0.3
200,8,0.17,0.05,0.14,0.3
200,5,0.16,0.01,0.14,0.24
201,4,0.25,0.22,0.21,0.38
201,0,0.25,0.16,0.21,0.37
201,1,0.25,0.13,0.21,0.37
201,7,0.25,0.11,0.16,0.37
201,3,0.18,0.06,0.16,0.37
201,9,0.18,0.06,0.16,0.35
201,6,0.17,0.06,0.16,0.32
201,2,0.16,0.06,0.16,0.27
201,8,0.13,0.06,0.11,0.25
201,5,0.1,0.0,0.11,0.25
202,1,0.34,0.25,0.27,0.33
204,4,0.36,0.39,0.42,0.47
206,1,0.27,0.3,0.22,0.38
