,Measure,Capec Id,MiniLM,ATTACK,GPT,Mpnet,Multilingual,Jaccard
0,T1558.003,Credential Access,0.44,0.59,0.81,0.42,0.46,0.09
0,T1558.002,Credential Access,0.48,0.59,0.81,0.39,0.49,0.12
0,T1553,Defense Evasion,0.64,0.47,0.86,0.46,0.55,0.1
0,T1553.002,Defense Evasion,0.44,0.41,0.81,0.39,0.45,0.1
0,T1553.006,Defense Evasion,0.41,0.48,0.82,0.36,0.36,0.06
0,T1553.001,Defense Evasion,0.48,0.43,0.79,0.33,0.44,0.07
0,T1553.004,Defense Evasion,0.41,0.38,0.78,0.31,0.43,0.09
0,T1553.005,Defense Evasion,0.52,0.44,0.78,0.39,0.3,0.08
0,T1553.003,Defense Evasion,0.38,0.49,0.77,0.37,0.35,0.06
0,T1195,Initial Access,0.29,0.13,0.83,0.22,0.39,0.07
0,T1195.003,Initial Access,0.32,0.25,0.84,0.3,0.56,0.14
0,T1195.001,Initial Access,0.28,0.15,0.83,0.27,0.42,0.13
0,T1195.002,Initial Access,0.26,0.11,0.84,0.25,0.4,0.09
0,T1218,Defense Evasion,0.5,0.53,0.83,0.47,0.49,0.09
0,T1218.003,Defense Evasion,0.41,0.25,0.75,0.33,0.33,0.09
0,T1218.001,Defense Evasion,0.42,0.46,0.76,0.39,0.37,0.08
0,T1218.002,Defense Evasion,0.45,0.25,0.76,0.31,0.31,0.09
0,T1218.015,Defense Evasion,0.42,0.18,0.81,0.25,0.28,0.09
0,T1218.004,Defense Evasion,0.43,0.34,0.76,0.45,0.33,0.12
0,T1218.014,Defense Evasion,0.34,0.05,0.76,0.32,0.31,0.07
0,T1218.013,Defense Evasion,0.44,0.3,0.77,0.34,0.36,0.09
0,T1218.005,Defense Evasion,0.36,0.31,0.76,0.36,0.43,0.1
0,T1218.007,Defense Evasion,0.45,0.22,0.78,0.33,0.3,0.11
0,T1218.008,Defense Evasion,0.37,0.38,0.78,0.35,0.32,0.09
0,T1218.009,Defense Evasion,0.38,0.37,0.76,0.38,0.38,0.12
0,T1218.010,Defense Evasion,0.43,0.38,0.77,0.43,0.35,0.08
0,T1218.011,Defense Evasion,0.44,0.28,0.79,0.37,0.41,0.08
0,T1218.012,Defense Evasion,0.39,0.42,0.77,0.32,0.4,0.08
0,T1082,Discovery,0.52,0.47,0.86,0.66,0.63,0.1
0,T1614,Discovery,0.49,0.38,0.85,0.49,0.66,0.09
0,T1614.001,Discovery,0.5,0.39,0.85,0.47,0.65,0.11
0,T1016,Discovery,0.41,0.61,0.88,0.7,0.49,0.12
0,T1016.001,Discovery,0.54,0.45,0.87,0.56,0.52,0.17
0,T1016.002,Discovery,0.46,0.42,0.85,0.47,0.55,0.07
0,T1049,Discovery,0.55,0.51,0.86,0.62,0.59,0.17
0,T1033,Discovery,0.57,0.34,0.83,0.62,0.54,0.11
0,T1216,Defense Evasion,0.5,0.49,0.82,0.48,0.42,0.13
0,T1216.001,Defense Evasion,0.39,0.31,0.73,0.36,0.36,0.08
0,T1216.002,Defense Evasion,0.42,0.27,0.75,0.38,0.38,0.07
0,T1007,Discovery,0.63,0.35,0.88,0.63,0.46,0.1
0,T1569,Execution,0.61,0.2,0.88,0.54,0.76,0.11
0,T1569.001,Execution,0.39,0.11,0.81,0.49,0.52,0.09
0,T1569.002,Execution,0.65,0.1,0.83,0.54,0.58,0.1
0,T1529,Impact,0.49,0.4,0.84,0.45,0.53,0.13
0,T1124,Discovery,0.42,0.25,0.83,0.43,0.37,0.12
0,T1080,Lateral Movement,0.41,0.29,0.86,0.43,0.53,0.12
0,T1221,Defense Evasion,0.44,0.47,0.79,0.38,0.29,0.07
0,T1205,Command and Control,0.55,0.48,0.84,0.56,0.65,0.1
0,T1205,Defense Evasion,0.5,0.33,0.81,0.47,0.57,0.08
0,T1205,Persistence,0.31,0.13,0.8,0.32,0.49,0.09
0,T1205.001,Command and Control,0.48,0.35,0.83,0.49,0.52,0.12
0,T1205.001,Defense Evasion,0.48,0.27,0.82,0.41,0.47,0.12
0,T1205.001,Persistence,0.29,0.13,0.82,0.35,0.44,0.13
0,T1205.002,Command and Control,0.49,0.48,0.79,0.51,0.56,0.11
0,T1205.002,Defense Evasion,0.46,0.23,0.78,0.37,0.42,0.08
0,T1205.002,Persistence,0.23,0.13,0.78,0.29,0.47,0.1
0,T1537,Exfiltration,0.47,0.54,0.87,0.43,0.67,0.15
0,T1127,Defense Evasion,0.61,0.46,0.84,0.44,0.46,0.1
0,T1127.002,Defense Evasion,0.42,0.22,0.78,0.4,0.33,0.1
0,T1127.001,Defense Evasion,0.41,0.29,0.76,0.33,0.28,0.13
0,T1199,Initial Access,0.42,0.5,0.85,0.39,0.6,0.13
0,T1552,Credential Access,0.61,0.68,0.89,0.56,0.61,0.07
0,T1552.003,Credential Access,0.47,0.56,0.83,0.39,0.43,0.08
0,T1552.008,Credential Access,0.6,0.72,0.88,0.48,0.68,0.08
0,T1552.005,Credential Access,0.36,0.51,0.79,0.33,0.43,0.07
0,T1552.007,Credential Access,0.48,0.49,0.85,0.4,0.47,0.11
0,T1552.001,Credential Access,0.6,0.68,0.87,0.53,0.61,0.1
0,T1552.002,Credential Access,0.59,0.6,0.84,0.53,0.62,0.09
0,T1552.006,Credential Access,0.47,0.62,0.82,0.39,0.51,0.07
0,T1552.004,Credential Access,0.45,0.46,0.82,0.36,0.53,0.09
0,T1535,Defense Evasion,0.42,0.35,0.82,0.37,0.52,0.1
0,T1550,Defense Evasion,0.42,0.15,0.8,0.31,0.51,0.08
0,T1550,Lateral Movement,0.33,0.42,0.81,0.4,0.53,0.12
0,T1550.001,Defense Evasion,0.41,0.02,0.78,0.21,0.46,0.07
0,T1550.001,Lateral Movement,0.35,0.36,0.79,0.38,0.43,0.09
0,T1550.002,Defense Evasion,0.39,0.14,0.77,0.24,0.39,0.11
0,T1550.002,Lateral Movement,0.34,0.39,0.81,0.39,0.44,0.13
0,T1550.003,Defense Evasion,0.35,0.06,0.76,0.25,0.27,0.09
0,T1550.003,Lateral Movement,0.34,0.44,0.8,0.43,0.43,0.12
0,T1550.004,Defense Evasion,0.41,-0.01,0.81,0.2,0.43,0.09
0,T1550.004,Lateral Movement,0.33,0.24,0.8,0.28,0.28,0.11
0,T1204,Execution,0.57,0.57,0.89,0.59,0.79,0.12
0,T1204.002,Execution,0.44,0.37,0.87,0.55,0.81,0.1
0,T1204.003,Execution,0.42,0.26,0.84,0.43,0.55,0.13
0,T1204.001,Execution,0.43,0.45,0.88,0.55,0.79,0.17
0,T1078,Defense Evasion,0.48,0.11,0.83,0.29,0.51,0.1
0,T1078,Initial Access,0.49,0.46,0.88,0.39,0.59,0.16
0,T1078,Persistence,0.44,0.34,0.85,0.38,0.54,0.13
0,T1078,Privilege Escalation,0.68,0.42,0.88,0.44,0.62,0.16
0,T1078.004,Defense Evasion,0.33,0.03,0.79,0.26,0.41,0.09
0,T1078.004,Initial Access,0.38,0.38,0.84,0.35,0.39,0.13
0,T1078.004,Persistence,0.38,0.36,0.82,0.38,0.42,0.1
0,T1078.004,Privilege Escalation,0.43,0.3,0.85,0.38,0.43,0.13
0,T1078.001,Defense Evasion,0.3,-0.0,0.79,0.15,0.35,0.1
0,T1078.001,Initial Access,0.39,0.41,0.85,0.41,0.48,0.1
0,T1078.001,Persistence,0.35,0.39,0.81,0.35,0.4,0.1
0,T1078.001,Privilege Escalation,0.46,0.28,0.84,0.38,0.51,0.13
0,T1078.002,Defense Evasion,0.46,0.03,0.83,0.18,0.49,0.1
0,T1078.002,Initial Access,0.39,0.32,0.86,0.28,0.57,0.13
0,T1078.002,Persistence,0.38,0.32,0.84,0.29,0.49,0.12
0,T1078.002,Privilege Escalation,0.51,0.3,0.87,0.32,0.55,0.16
0,T1078.003,Defense Evasion,0.42,0.02,0.82,0.22,0.39,0.13
0,T1078.003,Initial Access,0.43,0.37,0.86,0.43,0.47,0.18
0,T1078.003,Persistence,0.39,0.36,0.84,0.39,0.4,0.12
0,T1078.003,Privilege Escalation,0.59,0.33,0.88,0.48,0.53,0.17
0,T1125,Collection,0.48,0.46,0.85,0.41,0.71,0.09
0,T1497,Defense Evasion,0.61,0.5,0.87,0.55,0.6,0.11
0,T1497,Discovery,0.54,0.47,0.85,0.53,0.55,0.16
0,T1497.001,Defense Evasion,0.57,0.38,0.84,0.5,0.56,0.08
0,T1497.001,Discovery,0.54,0.53,0.84,0.58,0.52,0.1
0,T1497.003,Defense Evasion,0.53,0.33,0.85,0.45,0.56,0.09
0,T1497.003,Discovery,0.43,0.27,0.83,0.42,0.45,0.09
0,T1497.002,Defense Evasion,0.58,0.37,0.86,0.51,0.53,0.09
0,T1497.002,Discovery,0.55,0.44,0.85,0.52,0.52,0.11
0,T1600,Defense Evasion,0.49,0.34,0.85,0.25,0.59,0.08
0,T1600.002,Defense Evasion,0.5,0.39,0.86,0.37,0.6,0.11
0,T1600.001,Defense Evasion,0.49,0.31,0.85,0.27,0.59,0.08
0,T1102,Command and Control,0.42,0.45,0.85,0.41,0.52,0.13
0,T1102.002,Command and Control,0.54,0.52,0.88,0.63,0.66,0.17
0,T1102.001,Command and Control,0.43,0.45,0.83,0.56,0.59,0.13
0,T1102.003,Command and Control,0.56,0.53,0.89,0.65,0.68,0.15
0,T1047,Execution,0.45,0.29,0.83,0.49,0.49,0.13
0,T1220,Defense Evasion,0.37,0.36,0.77,0.38,0.36,0.07
